riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs59756727-?	2E-8	-	NR	-	-	-	LMCD1-AS1	"BMI x  environmental factors (excluding physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,body mass index,energy intake measurement"	-	GCST012282	3:8200615	33654129	"Jung HU"
rs7760212-?	9E-6	-	NR	-	-	-	RPL29P1,BMP6	"BMI x  environmental factors (excluding physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,body mass index,energy intake measurement"	-	GCST012282	6:7655804	33654129	"Jung HU"
rs117301188-?	5E-6	-	NR	-	-	-	MSRA	"BMI x  environmental factors (excluding physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,body mass index,energy intake measurement"	-	GCST012282	8:10213102	33654129	"Jung HU"
rs7833349-?	4E-6	-	NR	-	-	-	RSPO2	"BMI x  environmental factors (excluding physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,body mass index,energy intake measurement"	-	GCST012282	8:107953971	33654129	"Jung HU"
rs9512706-?	3E-6	-	NR	-	-	-	MTIF3,RNU6-63P	"BMI x  environmental factors (excluding physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,body mass index,energy intake measurement"	-	GCST012282	13:27467478	33654129	"Jung HU"
rs2391331-?	7E-6	-	NR	-	-	-	EFNB2	"BMI x  environmental factors (excluding physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,body mass index,energy intake measurement"	-	GCST012282	13:106505361	33654129	"Jung HU"
rs668056-?	3E-6	-	NR	-	-	-	LINC01864,ZNF787	"BMI x  environmental factors (excluding physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,body mass index,energy intake measurement"	-	GCST012282	19:56084367	33654129	"Jung HU"
rs5755279-?	5E-6	-	NR	-	-	-	LINC02885	"BMI x  environmental factors (excluding physical activity) interaction"	"household income,smoking status measurement,educational attainment,protein intake measurement,carbohydrate intake measurement,alcohol consumption measurement,body mass index,energy intake measurement"	-	GCST012282	22:34790359	33654129	"Jung HU"
rs7190256-?	3E-11	-	NR	-	-	-	ZFHX3	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	16:72963084	27790247	"He L"
rs8082812-?	5E-67	-	NR	-	-	-	THEMIS3P,AKR1B1P6	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	18:8522684	27790247	"He L"
rs10401969-?	4E-11	-	NR	-	-	-	SUGP1	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	19:19296909	27790247	"He L"
rs4420638-?	1E-22	-	NR	-	-	-	APOC1,APOC1P1	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	19:44919689	27790247	"He L"
rs4803750-?	1E-13	-	NR	-	-	-	CEACAM16-AS1,BCL3	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	19:44744370	27790247	"He L"
rs629301-?	1E-49	-	NR	-	-	-	CELSR2	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	1:109275684	27790247	"He L"
rs16867253-?	3E-6	-	NR	-	-	-	GRHL1	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	2:9956965	27790247	"He L"
rs562338-?	5E-21	-	NR	-	-	-	APOB,TDRD15	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	2:21065449	27790247	"He L"
rs478442-?	4E-16	-	NR	-	-	-	TDRD15,NUTF2P8	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	2:21176344	27790247	"He L"
rs6759518-?	8E-10	-	NR	-	-	-	SLC30A3	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	2:27263727	27790247	"He L"
rs1728918-?	1E-31	-	NR	-	-	-	NRBP1,PPM1G	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	2:27412596	27790247	"He L"
rs780094-?	4E-91	-	NR	-	-	-	GCKR	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	2:27518370	27790247	"He L"
rs222826-?	8E-7	-	NR	-	-	-	METAP2P1,RNU7-2P	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	2:146120964	27790247	"He L"
rs940274-?	4E-6	-	NR	-	-	-	ABCA12	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	2:215086907	27790247	"He L"
rs7632505-?	7E-19	-	NR	-	-	-	SEMA5B	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	3:123019460	27790247	"He L"
rs13114738-?	8E-8	-	NR	-	-	-	SLC39A8	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	4:102363708	27790247	"He L"
rs6533530-?	1E-7	-	NR	-	-	-	LINC01438,MIR297	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	4:110810780	27790247	"He L"
rs1869717-?	5E-8	-	NR	-	-	-	MAML3	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	4:139829967	27790247	"He L"
rs7703051-?	9E-12	-	NR	-	-	-	ANKRD31,HMGCR	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	5:75329662	27790247	"He L"
rs4704221-?	2E-8	-	NR	-	-	-	CERT1	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	5:75463358	27790247	"He L"
rs5744680-?	3E-8	-	NR	-	-	-	POLK	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	5:75584065	27790247	"He L"
rs10057967-?	3E-6	-	NR	-	-	-	POC5	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	5:75701931	27790247	"He L"
rs17140821-?	5E-7	-	NR	-	-	-	FERD3L,POLR1F	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	7:19177581	27790247	"He L"
rs2074755-?	1E-17	-	NR	-	-	-	BAZ1B	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	7:73462836	27790247	"He L"
rs799165-?	9E-15	-	NR	-	-	-	VPS37D,MLXIPL	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	7:73637727	27790247	"He L"
rs174547-?	7E-25	-	NR	-	-	-	FADS1,FADS2	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	11:61803311	27790247	"He L"
rs964184-?	2E-108	-	NR	-	-	-	ZPR1	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	11:116778201	27790247	"He L"
rs7115242-?	1E-9	-	NR	-	-	-	SIK3	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	11:117037567	27790247	"He L"
rs12420422-?	2E-7	-	NR	-	-	-	BSX,SAE1P1	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	11:123009573	27790247	"He L"
rs12310617-?	2E-7	-	NR	-	-	-	TEAD4,RPL13AP24	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	12:3060327	27790247	"He L"
rs12579302-?	4E-7	-	NR	-	-	-	ATP2B1	"Age-related diseases, mortality and associated endophenotypes"	"total cholesterol measurement,hematocrit,stroke,ventricular rate measurement,body mass index,atrial fibrillation,high density lipoprotein cholesterol measurement,coronary artery disease,diastolic blood pressure,triglyceride measurement,systolic blood pressure,heart failure,diabetes mellitus,glucose measurement,mortality,cancer"	-	GCST004045	12:89656726	27790247	"He L"
