riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs3936510-T	3E-30	-	0.189	-	"0.086 unit increase"	[0.07-0.102]	C5orf67	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:56565039	35551307	"Mahajan A"
rs57634870-G	7E-7	-	0.149	-	"0.044 unit increase"	[0.026-0.062]	PIK3R1,LINC02198	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:68420966	35551307	"Mahajan A"
rs2307111-T	1E-14	-	0.604	-	"0.05 unit increase"	[0.036-0.064]	POC5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:75707853	35551307	"Mahajan A"
rs7732130-G	6E-18	-	0.301	-	"0.061 unit increase"	[0.047-0.075]	PDE8B,ZBED3-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:77139179	35551307	"Mahajan A"
rs10052346-G	6E-8	-	0.613	-	"0.037 unit increase"	[0.023-0.051]	DMGDH	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:79176776	35551307	"Mahajan A"
rs78408340-G	4E-45	-	0.009	-	"0.409 unit increase"	[0.35-0.47]	PAM	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:103003035	35551307	"Mahajan A"
rs115505614-T	5E-29	-	0.051	-	"0.171 unit increase"	[0.14-0.2]	GIN1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:103087264	35551307	"Mahajan A"
rs186327337-G	1E-20	-	0.993	-	"0.325 unit increase"	[0.26-0.39]	NUDT12,NIHCOLE	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:104028556	35551307	"Mahajan A"
rs329122-A	2E-8	-	0.429	-	"0.037 unit increase"	[0.023-0.051]	JADE2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	5:134528909	35551307	"Mahajan A"
rs77630070-G	5E-12	-	0.81	-	"0.056 unit increase"	[0.04-0.072]	RREB1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:7196090	35551307	"Mahajan A"
rs9379084-G	4E-26	-	0.888	-	"0.11 unit increase"	[0.09-0.13]	RREB1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:7231610	35551307	"Mahajan A"
rs9348441-A	6E-83	-	0.272	-	"0.137 unit increase"	[0.12-0.15]	CDKAL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:20680447	35551307	"Mahajan A"
rs879882-C	7E-11	-	0.637	-	"0.042 unit increase"	[0.028-0.056]	POU5F1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:31171675	35551307	"Mahajan A"
rs3806155-T	3E-22	-	0.036	-	"0.176 unit increase"	[0.14-0.21]	TSBP1-AS1,BTNL2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:32405601	35551307	"Mahajan A"
rs7452864-C	7E-11	-	0.708	-	"0.045 unit increase"	[0.031-0.059]	HLA-DRB9	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:32471300	35551307	"Mahajan A"
rs62405954-T	6E-15	-	0.924	-	"0.107 unit increase"	[0.08-0.134]	Metazoa_SRP,RN7SL26P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:33557043	35551307	"Mahajan A"
rs2281342-T	1E-6	-	0.652	-	"0.033 unit increase"	[0.019-0.047]	DNAH8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	6:39024892	35551307	"Mahajan A"
rs9535171-?	5E-21	-	NR	-	-	-	MLNR,CDADC1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	13:49243505	35893037	"Pipal KV"
rs78471707-?	6E-22	-	NR	-	-	-	DDX6P2,TXNL1P1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	13:86561101	35893037	"Pipal KV"
rs12434181-?	4E-21	-	NR	-	-	-	BRD7P1,DHRS2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	14:23650652	35893037	"Pipal KV"
rs8009579-?	3E-22	-	NR	-	-	-	ARMH4,PSMA3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	14:58246841	35893037	"Pipal KV"
rs8017825-?	1E-23	-	NR	-	-	-	TTC8,MPPE1P1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	14:89008585	35893037	"Pipal KV"
rs118050771-?	1E-9	-	NR	-	-	-	CCDC85C,HHIPL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	14:99638359	35893037	"Pipal KV"
rs1280414-?	7E-19	-	NR	-	-	-	CGNL1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	15:57456550	35893037	"Pipal KV"
rs34926045-?	2E-22	-	NR	-	-	-	ITGA11,CORO2B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	15:68436293	35893037	"Pipal KV"
rs17313232-?	9E-24	-	NR	-	-	-	DRAIC	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	15:69607474	35893037	"Pipal KV"
rs742460-?	2E-21	-	NR	-	-	-	GNPTG	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	16:1355536	35893037	"Pipal KV"
rs148373909-?	7E-10	-	NR	-	-	-	DNASE1,TRAP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	16:3657256	35893037	"Pipal KV"
rs45615138-?	7E-23	-	NR	-	-	-	RNF166	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	16:88703906	35893037	"Pipal KV"
rs786201057.1-?	1E-9	-	NR	-	-	-	-	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	-	35893037	"Pipal KV"
rs9905906-?	3E-21	-	NR	-	-	-	DNAH2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	17:7782430	35893037	"Pipal KV"
rs11650852-?	2E-23	-	NR	-	-	-	CA10	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	17:52016092	35893037	"Pipal KV"
rs28476533-?	8E-21	-	NR	-	-	-	SEC14L1,SEPTIN9-DT	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	17:77249762	35893037	"Pipal KV"
rs8080678-?	1E-20	-	NR	-	-	-	RPTOR	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	17:80570203	35893037	"Pipal KV"
rs76734228-?	4E-19	-	NR	-	-	-	DLGAP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	18:4045192	35893037	"Pipal KV"
rs73379947-?	4E-22	-	NR	-	-	-	PTPRM	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	18:7910215	35893037	"Pipal KV"
rs4799327-?	6E-23	-	NR	-	-	-	RNF138	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	18:32095029	35893037	"Pipal KV"
rs962876-?	3E-23	-	NR	-	-	-	LINC01478	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	18:44547229	35893037	"Pipal KV"
rs11877530-?	2E-21	-	NR	-	-	-	TNFRSF11A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	18:62348702	35893037	"Pipal KV"
rs2967605-?	2E-23	-	NR	-	-	-	MARCHF2,RAB11B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	19:8404854	35893037	"Pipal KV"
rs17657660-?	3E-17	-	NR	-	-	-	CYP2F1,CYP2T3P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	19:41133615	35893037	"Pipal KV"
rs2061771-?	3E-22	-	NR	-	-	-	ZNF765	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	19:53407265	35893037	"Pipal KV"
rs7027911-?	3E-22	-	NR	-	-	-	PSAT1,MTND2P8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	9:78543197	35893037	"Pipal KV"
rs683466-?	2E-22	-	NR	-	-	-	CHCHD4P2,RPL36P14	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	9:108180599	35893037	"Pipal KV"
rs6478453-?	2E-20	-	NR	-	-	-	MIR147A,LINC01613	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	9:120033303	35893037	"Pipal KV"
rs77610104-?	5E-23	-	NR	-	-	-	LHX2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	9:124001717	35893037	"Pipal KV"
rs78715995-?	1E-21	-	NR	-	-	-	QSOX2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	9:136222575	35893037	"Pipal KV"
rs76797216-?	2E-22	-	NR	-	-	-	LINC00700,ADARB2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	10:1916047	35893037	"Pipal KV"
rs943121-?	2E-15	-	NR	-	-	-	PFKFB3,RBM17	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	10:6142950	35893037	"Pipal KV"
rs10906653-?	7E-22	-	NR	-	-	-	FRMD4A	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	10:14354208	35893037	"Pipal KV"
rs12778455-?	1E-18	-	NR	-	-	-	RPL34P19,ARHGAP12	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	10:31977821	35893037	"Pipal KV"
rs2164624-?	1E-23	-	NR	-	-	-	GSTO1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	10:104253687	35893037	"Pipal KV"
rs951631-?	3E-23	-	NR	-	-	-	LINC02641	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	10:123526359	35893037	"Pipal KV"
rs9737503-?	4E-18	-	NR	-	-	-	B4GALNT4,IFITM3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	11:336744	35893037	"Pipal KV"
rs1001179-?	9E-25	-	NR	-	-	-	CAT,CIR1P3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	11:34438684	35893037	"Pipal KV"
rs61883849-?	4E-22	-	NR	-	-	-	HSD17B12	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	11:43848354	35893037	"Pipal KV"
rs77759376-?	7E-19	-	NR	-	-	-	RNF121	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	11:71987494	35893037	"Pipal KV"
rs7112956-?	2E-22	-	NR	-	-	-	FAT3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	11:92850499	35893037	"Pipal KV"
rs480948-?	2E-24	-	NR	-	-	-	MAML2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	11:96320526	35893037	"Pipal KV"
rs590616-?	5E-19	-	NR	-	-	-	ARHGAP42	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	11:100977744	35893037	"Pipal KV"
rs12271908-?	9E-22	-	NR	-	-	-	NCAM1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	11:113239114	35893037	"Pipal KV"
rs61917776-?	1E-21	-	NR	-	-	-	PKNOX2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	11:125330325	35893037	"Pipal KV"
rs11050349-?	1E-22	-	NR	-	-	-	TMTC1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	12:29669447	35893037	"Pipal KV"
rs12313841-?	2E-23	-	NR	-	-	-	MIP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	12:56462834	35893037	"Pipal KV"
rs904091-?	5E-19	-	NR	-	-	-	SLC6A15,RPL6P25	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	12:83556889	35893037	"Pipal KV"
rs1344542-?	5E-19	-	NR	-	-	-	MVK,RN7SKP250	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	12:109644349	35893037	"Pipal KV"
rs11058150-?	6E-23	-	NR	-	-	-	TMEM132B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	12:125357986	35893037	"Pipal KV"
rs4945848-?	2E-18	-	NR	-	-	-	FIG4,GPR6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	6:109930602	35893037	"Pipal KV"
rs76326187-?	2E-21	-	NR	-	-	-	IYD,PLEKHG1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	6:150597358	35893037	"Pipal KV"
rs582937-?	1E-19	-	NR	-	-	-	HDAC9	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:18298727	35893037	"Pipal KV"
rs1653889-?	6E-24	-	NR	-	-	-	PDE1C	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:32347041	35893037	"Pipal KV"
rs6968910-?	2E-20	-	NR	-	-	-	HECW1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:43317192	35893037	"Pipal KV"
rs115128033-?	4E-13	-	NR	-	-	-	MIR3147HG,RNU7-157P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:57372353	35893037	"Pipal KV"
rs4717992-?	1E-22	-	NR	-	-	-	GUSBP6,RPL6P20	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:64121391	35893037	"Pipal KV"
rs6944414-?	1E-21	-	NR	-	-	-	GALNT17	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:71687637	35893037	"Pipal KV"
rs2428918-?	1E-19	-	NR	-	-	-	MAGI2,DDX3ILA1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:78016414	35893037	"Pipal KV"
rs719530-?	5E-22	-	NR	-	-	-	RPL3P8,IMMP2L	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:110250908	35893037	"Pipal KV"
rs13231717-?	1E-19	-	NR	-	-	-	POT1-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:125408035	35893037	"Pipal KV"
rs4731262-?	7E-21	-	NR	-	-	-	GRM8,POT1-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:125765491	35893037	"Pipal KV"
rs667725-?	1E-20	-	NR	-	-	-	GRM8,POT1-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:126284347	35893037	"Pipal KV"
rs13224784-?	4E-20	-	NR	-	-	-	LINC03072,METTL2B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:128515509	35893037	"Pipal KV"
rs2971760-?	2E-22	-	NR	-	-	-	EEF1B2P6,NDUFB9P2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	7:131729698	35893037	"Pipal KV"
rs4503064-?	1E-22	-	NR	-	-	-	SOX7,RP1L1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	8:10721882	35893037	"Pipal KV"
rs920590-?	4E-20	-	NR	-	-	-	CSGALNACT1,INTS10	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	8:19793650	35893037	"Pipal KV"
rs4570167-?	8E-23	-	NR	-	-	-	EBF2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	8:25911808	35893037	"Pipal KV"
rs4738067-?	4E-22	-	NR	-	-	-	PRDM14	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	8:70056862	35893037	"Pipal KV"
rs13278603-?	2E-18	-	NR	-	-	-	RNA5SP272,RLIG1P3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	8:88403614	35893037	"Pipal KV"
rs9297310-?	5E-19	-	NR	-	-	-	NCALD	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	8:101736002	35893037	"Pipal KV"
rs77194116-?	2E-9	-	NR	-	-	-	DPYS,DCSTAMP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	8:104355142	35893037	"Pipal KV"
rs4269571-?	2E-22	-	NR	-	-	-	SLC30A8	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	8:116989628	35893037	"Pipal KV"
rs1932458-?	3E-20	-	NR	-	-	-	SAXO1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	9:18917253	35893037	"Pipal KV"
rs1339374-?	3E-22	-	NR	-	-	-	ARHGEF39,CCDC107	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	9:35660993	35893037	"Pipal KV"
rs651862-?	3E-17	-	NR	-	-	-	SLC24A3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	20:19518271	35893037	"Pipal KV"
rs6036804-?	7E-23	-	NR	-	-	-	SYNDIG1,GAPDHP53	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	20:24452435	35893037	"Pipal KV"
rs2024578-?	1E-22	-	NR	-	-	-	RNU4ATAC7P,DOK5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	20:54668835	35893037	"Pipal KV"
rs2834623-?	5E-19	-	NR	-	-	-	LINC01426	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	21:34748996	35893037	"Pipal KV"
rs9789875-?	3E-23	-	NR	-	-	-	ERG	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	21:38590077	35893037	"Pipal KV"
rs73219073-?	5E-24	-	NR	-	-	-	PRDM15	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	21:41841409	35893037	"Pipal KV"
rs76866981-?	1E-9	-	NR	-	-	-	LINC01310,NHIP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	22:48944900	35893037	"Pipal KV"
rs4661310-?	1E-12	-	NR	-	-	-	KAZN	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	1:14993953	35893037	"Pipal KV"
rs4920461-?	2E-21	-	NR	-	-	-	IGSF21	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	1:18206787	35893037	"Pipal KV"
rs12129573-?	9E-21	-	NR	-	-	-	RN7SKP19,LINC01360	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	1:73302683	35893037	"Pipal KV"
rs10922613-?	2E-18	-	NR	-	-	-	GBP5,GBP6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	1:89356533	35893037	"Pipal KV"
rs12721515-?	1E-14	-	NR	-	-	-	CSF1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	1:109917523	35893037	"Pipal KV"
rs10797649-?	9E-22	-	NR	-	-	-	HJV,RNVU1-6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	1:146040040	35893037	"Pipal KV"
rs4987358-?	1E-23	-	NR	-	-	-	SELL,FIRRM	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	1:169696410	35893037	"Pipal KV"
rs682585-?	1E-20	-	NR	-	-	-	RNASEL,RGS16	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	1:182590375	35893037	"Pipal KV"
exm2260036-?	3E-22	-	NR	-	-	-	-	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	-	35893037	"Pipal KV"
rs2997971-?	1E-20	-	NR	-	-	-	RYR2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	1:237438808	35893037	"Pipal KV"
rs2028964-?	4E-22	-	NR	-	-	-	LCLAT1,CAPN13	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	2:30707491	35893037	"Pipal KV"
rs9309473-?	7E-22	-	NR	-	-	-	ALMS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	2:73516855	35893037	"Pipal KV"
rs6747727-?	1E-23	-	NR	-	-	-	RN7SKP203,USP21P2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	2:76308348	35893037	"Pipal KV"
rs77986901-?	6E-19	-	NR	-	-	-	LINC02572,PPIAP65	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	2:129508850	35893037	"Pipal KV"
rs67193795-?	1E-21	-	NR	-	-	-	KIF5C	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	2:148976014	35893037	"Pipal KV"
rs893746-?	2E-22	-	NR	-	-	-	LINC01090	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	2:188051647	35893037	"Pipal KV"
rs3771003-?	3E-20	-	NR	-	-	-	NRP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	2:205769119	35893037	"Pipal KV"
rs58500584-?	7E-22	-	NR	-	-	-	RPS20P12,SPP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	2:234310742	35893037	"Pipal KV"
rs61406133-?	2E-18	-	NR	-	-	-	LINC02991,HDAC4-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	2:239513918	35893037	"Pipal KV"
rs2600062-?	7E-23	-	NR	-	-	-	RPL21P17,RN7SKP144	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	3:2005734	35893037	"Pipal KV"
rs360745-?	3E-24	-	NR	-	-	-	IQSEC1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	3:12984399	35893037	"Pipal KV"
rs6791903-?	5E-16	-	NR	-	-	-	ZNF385D	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	3:22226594	35893037	"Pipal KV"
rs61739896-?	7E-21	-	NR	-	-	-	DNAH1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	3:52364681	35893037	"Pipal KV"
rs11130310-?	2E-21	-	NR	-	-	-	PBRM1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	3:52640651	35893037	"Pipal KV"
rs4955988-?	5E-22	-	NR	-	-	-	CACNA2D3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	3:54625030	35893037	"Pipal KV"
rs4855447-?	2E-22	-	NR	-	-	-	MITF	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	3:69754177	35893037	"Pipal KV"
rs6790377-?	6E-23	-	NR	-	-	-	KRT8P25,APOOP2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	3:87502923	35893037	"Pipal KV"
rs931574-?	2E-23	-	NR	-	-	-	ADCY5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	3:123380118	35893037	"Pipal KV"
rs9815975-?	6E-23	-	NR	-	-	-	IQCJ-SCHIP1,IQCJ	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	3:159006372	35893037	"Pipal KV"
rs13072556-?	2E-20	-	NR	-	-	-	ARL14,SNORA72	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	3:160683239	35893037	"Pipal KV"
rs60603263-?	2E-18	-	NR	-	-	-	OTOL1,TOMM22P6	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	3:161686345	35893037	"Pipal KV"
rs10937705-?	7E-23	-	NR	-	-	-	C4orf50,JAKMIP1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	4:6181457	35893037	"Pipal KV"
rs9999241-?	5E-20	-	NR	-	-	-	RN7SKP36,SORCS2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	4:7173266	35893037	"Pipal KV"
rs4351004-?	1E-20	-	NR	-	-	-	LINC02473,HNRNPA1P65	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	4:24674985	35893037	"Pipal KV"
rs62308683-?	2E-22	-	NR	-	-	-	HERC5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	4:88502649	35893037	"Pipal KV"
rs6844238-?	2E-18	-	NR	-	-	-	MYOZ2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	4:119146548	35893037	"Pipal KV"
rs72711389-?	4E-22	-	NR	-	-	-	LINC01099	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	4:177725611	35893037	"Pipal KV"
rs7711236-?	4E-24	-	NR	-	-	-	LINC02063,IRX1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	5:3675819	35893037	"Pipal KV"
rs32323-?	2E-20	-	NR	-	-	-	CTNND2,RNU6-679P	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	5:12132289	35893037	"Pipal KV"
rs10063787-?	3E-21	-	NR	-	-	-	LINC02997	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	5:67686376	35893037	"Pipal KV"
rs4437352-?	4E-18	-	NR	-	-	-	PDE8B,ZBED3-AS1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	5:77116920	35893037	"Pipal KV"
rs77708863-?	2E-19	-	NR	-	-	-	SPOCK1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	5:137279499	35893037	"Pipal KV"
rs385501-?	3E-23	-	NR	-	-	-	CCDC69	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	5:151190083	35893037	"Pipal KV"
rs6887695-?	2E-21	-	NR	-	-	-	IL12B,LINC01845	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	5:159395637	35893037	"Pipal KV"
rs73339865-?	2E-21	-	NR	-	-	-	OR1X5P,SUDS3P1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	5:177957706	35893037	"Pipal KV"
rs959193-?	7E-19	-	NR	-	-	-	HNRNPAB,GMCL2	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	5:178202046	35893037	"Pipal KV"
rs4712460-?	4E-21	-	NR	-	-	-	MBOAT1	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	6:20181954	35893037	"Pipal KV"
rs75412658-?	2E-21	-	NR	-	-	-	CASC15	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	6:21909772	35893037	"Pipal KV"
rs3132718-?	6E-21	-	NR	-	-	-	POLR1HASP	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	6:29868800	35893037	"Pipal KV"
rs4573120-?	3E-23	-	NR	-	-	-	LINC00243	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	6:30800170	35893037	"Pipal KV"
rs80225482-?	2E-21	-	NR	-	-	-	CCND3	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	6:42040899	35893037	"Pipal KV"
rs73738318-?	5E-21	-	NR	-	-	-	CLIC5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90134620	6:45974495	35893037	"Pipal KV"
rs11642430-G	3E-10	-	0.4	-	"0.041 unit increase"	[0.027-0.055]	TLCD3B	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	16:30034468	35551307	"Mahajan A"
rs55872725-T	9E-79	-	0.418	-	"0.122 unit increase"	[0.11-0.14]	FTO	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	16:53775211	35551307	"Mahajan A"
rs862320-C	3E-11	-	0.577	-	"0.043 unit increase"	[0.029-0.057]	NFAT5	"Type 2 diabetes"	"type 2 diabetes mellitus"	-	GCST90132184	16:69617963	35551307	"Mahajan A"
